design,chosen,rejected,chosen_score,rejected_score
RISCY-FPU-a,5425-RISCY-FPU-a-3-c2-u0.9-m1-p5-f1.npy,5717-RISCY-FPU-a-3-c20-u0.8-m1-p3-f0.npy,1507,216
RISCY-FPU-a,4792-RISCY-FPU-a-2-c2-u0.85-m3-p4-f1.npy,5020-RISCY-FPU-a-2-c5-u0.9-m2-p8-f1.npy,2202,642
RISCY-FPU-a,5210-RISCY-FPU-a-2-c20-u0.9-m3-p3-f1.npy,4426-RISCY-FPU-a-1-c20-u0.75-m3-p1-f0.npy,1064,0
RISCY-FPU-a,4992-RISCY-FPU-a-2-c5-u0.85-m2-p2-f1.npy,5380-RISCY-FPU-a-3-c2-u0.8-m1-p8-f1.npy,7,0
RISCY-FPU-a,4680-RISCY-FPU-a-2-c2-u0.8-m3-p8-f0.npy,4843-RISCY-FPU-a-2-c5-u0.7-m4-p2-f0.npy,22126,0
RISCY-FPU-a,5424-RISCY-FPU-a-3-c2-u0.9-m1-p4-f1.npy,4324-RISCY-FPU-a-1-c5-u0.8-m2-p5-f1.npy,15728,0
RISCY-FPU-a,5842-RISCY-FPU-a-3-c20-u0.9-m2-p1-f1.npy,5220-RISCY-FPU-a-3-c2-u0.7-m1-p7-f0.npy,273,0
RISCY-FPU-a,5065-RISCY-FPU-a-2-c20-u0.75-m3-p3-f0.npy,4349-RISCY-FPU-a-1-c5-u0.85-m2-p7-f1.npy,9,0
RISCY-FPU-a,4094-RISCY-FPU-a-1-c2-u0.85-m2-p8-f1.npy,5656-RISCY-FPU-a-3-c5-u0.9-m2-p2-f1.npy,1376,595
RISCY-FPU-a,4802-RISCY-FPU-a-2-c2-u0.9-m1-p7-f1.npy,4612-RISCY-FPU-a-1-c20-u0.9-m3-p2-f1.npy,4642,679
RISCY-FPU-a,4063-RISCY-FPU-a-1-c2-u0.8-m2-p1-f1.npy,5570-RISCY-FPU-a-3-c5-u0.7-m3-p2-f1.npy,251,0
RISCY-FPU-a,3944-RISCY-FPU-a-1-c2-u0.8-m2-p1-f0.npy,5161-RISCY-FPU-a-2-c20-u0.8-m2-p1-f1.npy,5634,0
RISCY-FPU-a,5255-RISCY-FPU-a-3-c2-u0.75-m2-p3-f0.npy,4979-RISCY-FPU-a-2-c5-u0.8-m3-p5-f1.npy,5263,0
RISCY-FPU-a,4607-RISCY-FPU-a-1-c20-u0.9-m2-p3-f1.npy,4433-RISCY-FPU-a-1-c20-u0.75-m4-p1-f0.npy,2163,0
RISCY-FPU-a,4032-RISCY-FPU-a-1-c2-u0.75-m1-p2-f1.npy,5483-RISCY-FPU-a-3-c5-u0.75-m2-p1-f0.npy,2,0
RISCY-FPU-a,3972-RISCY-FPU-a-1-c2-u0.85-m2-p1-f0.npy,4494-RISCY-FPU-a-1-c20-u0.9-m1-p1-f0.npy,12128,3171
RISCY-FPU-a,5215-RISCY-FPU-a-3-c2-u0.7-m1-p2-f0.npy,5815-RISCY-FPU-a-3-c20-u0.85-m1-p1-f1.npy,6,0
RISCY-FPU-a,4040-RISCY-FPU-a-1-c2-u0.75-m2-p2-f1.npy,4975-RISCY-FPU-a-2-c5-u0.8-m3-p1-f1.npy,15,0
RISCY-FPU-a,4222-RISCY-FPU-a-1-c5-u0.85-m1-p5-f0.npy,4616-RISCY-FPU-a-1-c20-u0.9-m3-p8-f1.npy,3718,23
RISCY-FPU-a,5846-RISCY-FPU-a-3-c20-u0.9-m3-p1-f1.npy,4165-RISCY-FPU-a-1-c5-u0.75-m1-p7-f0.npy,3,0
RISCY-FPU-a,5432-RISCY-FPU-a-3-c2-u0.9-m2-p4-f1.npy,5781-RISCY-FPU-a-3-c20-u0.75-m2-p7-f1.npy,28795,0
RISCY-FPU-a,5738-RISCY-FPU-a-3-c20-u0.85-m1-p4-f0.npy,4852-RISCY-FPU-a-2-c5-u0.75-m2-p3-f0.npy,15273,2
RISCY-FPU-a,3988-RISCY-FPU-a-1-c2-u0.85-m4-p5-f0.npy,4935-RISCY-FPU-a-2-c5-u0.7-m3-p7-f1.npy,2572,0
RISCY-FPU-a,4603-RISCY-FPU-a-1-c20-u0.9-m1-p3-f1.npy,5243-RISCY-FPU-a-3-c2-u0.7-m4-p7-f0.npy,4354,0
RISCY-FPU-a,5099-RISCY-FPU-a-2-c20-u0.85-m3-p2-f0.npy,4946-RISCY-FPU-a-2-c5-u0.75-m2-p3-f1.npy,18614,0
RISCY-FPU-a,5320-RISCY-FPU-a-3-c2-u0.85-m4-p4-f0.npy,4980-RISCY-FPU-a-2-c5-u0.8-m3-p6-f1.npy,16231,0
RISCY-FPU-a,4503-RISCY-FPU-a-1-c20-u0.9-m4-p2-f0.npy,3989-RISCY-FPU-a-1-c2-u0.85-m4-p6-f0.npy,13515,1234
RISCY-FPU-a,4751-RISCY-FPU-a-2-c2-u0.8-m1-p3-f1.npy,3881-RISCY-FPU-a-1-c2-u0.7-m1-p2-f0.npy,952,0
RISCY-FPU-a,4125-RISCY-FPU-a-1-c2-u0.9-m3-p7-f1.npy,4184-RISCY-FPU-a-1-c5-u0.75-m4-p4-f0.npy,2161,0
RISCY-FPU-a,5202-RISCY-FPU-a-2-c20-u0.9-m2-p2-f1.npy,4303-RISCY-FPU-a-1-c5-u0.75-m2-p8-f1.npy,1003,0
RISCY-FPU-a,4770-RISCY-FPU-a-2-c2-u0.8-m3-p6-f1.npy,5646-RISCY-FPU-a-3-c5-u0.85-m3-p8-f1.npy,16,0
RISCY-FPU-a,5281-RISCY-FPU-a-3-c2-u0.8-m1-p5-f0.npy,5663-RISCY-FPU-a-3-c5-u0.9-m3-p2-f1.npy,12889,526
RISCY-FPU-a,4770-RISCY-FPU-a-2-c2-u0.8-m3-p6-f1.npy,4137-RISCY-FPU-a-1-c5-u0.7-m2-p3-f0.npy,16,0
RISCY-FPU-a,4107-RISCY-FPU-a-1-c2-u0.9-m1-p5-f1.npy,4847-RISCY-FPU-a-2-c5-u0.75-m1-p5-f0.npy,14100,0
RISCY-FPU-a,4065-RISCY-FPU-a-1-c2-u0.8-m2-p3-f1.npy,4665-RISCY-FPU-a-2-c2-u0.75-m4-p8-f0.npy,981,0
RISCY-FPU-a,5725-RISCY-FPU-a-3-c20-u0.8-m2-p4-f0.npy,5624-RISCY-FPU-a-3-c5-u0.85-m1-p1-f1.npy,10407,3
RISCY-FPU-a,4339-RISCY-FPU-a-1-c5-u0.85-m1-p5-f1.npy,5640-RISCY-FPU-a-3-c5-u0.85-m3-p2-f1.npy,1,0
RISCY-FPU-a,5728-RISCY-FPU-a-3-c20-u0.8-m2-p8-f0.npy,5815-RISCY-FPU-a-3-c20-u0.85-m1-p1-f1.npy,12076,0
RISCY-FPU-a,5417-RISCY-FPU-a-3-c2-u0.85-m3-p5-f1.npy,5827-RISCY-FPU-a-3-c20-u0.85-m2-p6-f1.npy,4,0
RISCY-FPU-a,5090-RISCY-FPU-a-2-c20-u0.8-m3-p6-f0.npy,3935-RISCY-FPU-a-1-c2-u0.75-m4-p8-f0.npy,9,0
RISCY-FPU-a,5078-RISCY-FPU-a-2-c20-u0.8-m1-p8-f0.npy,4736-RISCY-FPU-a-2-c2-u0.75-m2-p4-f1.npy,9,2
RISCY-FPU-a,4076-RISCY-FPU-a-1-c2-u0.8-m3-p6-f1.npy,5844-RISCY-FPU-a-3-c20-u0.9-m2-p6-f1.npy,79,0
RISCY-FPU-a,3953-RISCY-FPU-a-1-c2-u0.8-m3-p6-f0.npy,5702-RISCY-FPU-a-3-c20-u0.75-m2-p4-f0.npy,154,0
RISCY-FPU-a,5516-RISCY-FPU-a-3-c5-u0.8-m2-p3-f0.npy,4390-RISCY-FPU-a-1-c20-u0.7-m2-p3-f0.npy,15701,0
RISCY-FPU-a,4092-RISCY-FPU-a-1-c2-u0.85-m2-p6-f1.npy,5830-RISCY-FPU-a-3-c20-u0.85-m3-p1-f1.npy,49,0
RISCY-FPU-a,4369-RISCY-FPU-a-1-c5-u0.9-m2-p3-f1.npy,5092-RISCY-FPU-a-2-c20-u0.8-m3-p8-f0.npy,2273,404
RISCY-FPU-a,4677-RISCY-FPU-a-2-c2-u0.8-m3-p5-f0.npy,5379-RISCY-FPU-a-3-c2-u0.8-m1-p7-f1.npy,10686,13
RISCY-FPU-a,4239-RISCY-FPU-a-1-c5-u0.85-m3-p8-f0.npy,5730-RISCY-FPU-a-3-c20-u0.8-m3-p2-f0.npy,6208,678
RISCY-FPU-a,4677-RISCY-FPU-a-2-c2-u0.8-m3-p5-f0.npy,4937-RISCY-FPU-a-2-c5-u0.75-m1-p1-f1.npy,10686,0
RISCY-FPU-a,5476-RISCY-FPU-a-3-c5-u0.75-m1-p2-f0.npy,5791-RISCY-FPU-a-3-c20-u0.8-m1-p1-f1.npy,3,0
RISCY-FPU-a,5100-RISCY-FPU-a-2-c20-u0.85-m3-p3-f0.npy,4478-RISCY-FPU-a-1-c20-u0.85-m1-p8-f0.npy,20616,8
RISCY-FPU-a,5431-RISCY-FPU-a-3-c2-u0.9-m2-p3-f1.npy,3996-RISCY-FPU-a-1-c2-u0.9-m1-p5-f0.npy,19362,6530
RISCY-FPU-a,4120-RISCY-FPU-a-1-c2-u0.9-m3-p2-f1.npy,5510-RISCY-FPU-a-3-c5-u0.8-m1-p5-f0.npy,3786,0
RISCY-FPU-a,4655-RISCY-FPU-a-2-c2-u0.75-m3-p6-f0.npy,4162-RISCY-FPU-a-1-c5-u0.75-m1-p4-f0.npy,503,0
RISCY-FPU-a,4109-RISCY-FPU-a-1-c2-u0.9-m1-p7-f1.npy,5761-RISCY-FPU-a-3-c20-u0.7-m3-p3-f1.npy,13912,0
RISCY-FPU-a,4473-RISCY-FPU-a-1-c20-u0.85-m1-p3-f0.npy,4465-RISCY-FPU-a-1-c20-u0.8-m4-p3-f0.npy,1649,1
RISCY-FPU-a,3974-RISCY-FPU-a-1-c2-u0.85-m2-p5-f0.npy,4602-RISCY-FPU-a-1-c20-u0.85-m3-p8-f1.npy,3094,0
RISCY-FPU-a,5639-RISCY-FPU-a-3-c5-u0.85-m3-p1-f1.npy,5800-RISCY-FPU-a-3-c20-u0.8-m2-p2-f1.npy,2,0
RISCY-FPU-a,5285-RISCY-FPU-a-3-c2-u0.8-m2-p1-f0.npy,4556-RISCY-FPU-a-1-c20-u0.8-m1-p1-f1.npy,15598,0
RISCY-FPU-a,3954-RISCY-FPU-a-1-c2-u0.8-m3-p7-f0.npy,5610-RISCY-FPU-a-3-c5-u0.8-m2-p2-f1.npy,1313,0
RISCY-FPU-a,4898-RISCY-FPU-a-2-c5-u0.85-m3-p2-f0.npy,5051-RISCY-FPU-a-2-c20-u0.75-m1-p4-f0.npy,14479,0
RISCY-FPU-a,4338-RISCY-FPU-a-1-c5-u0.85-m1-p4-f1.npy,5339-RISCY-FPU-a-3-c2-u0.7-m2-p7-f1.npy,2051,0
RISCY-FPU-a,4799-RISCY-FPU-a-2-c2-u0.9-m1-p4-f1.npy,5661-RISCY-FPU-a-3-c5-u0.9-m2-p7-f1.npy,16230,13
RISCY-FPU-a,5431-RISCY-FPU-a-3-c2-u0.9-m2-p3-f1.npy,4716-RISCY-FPU-a-2-c2-u0.7-m2-p8-f1.npy,19362,0
RISCY-FPU-a,5065-RISCY-FPU-a-2-c20-u0.75-m3-p3-f0.npy,5461-RISCY-FPU-a-3-c5-u0.7-m3-p3-f0.npy,9,0
RISCY-FPU-a,5092-RISCY-FPU-a-2-c20-u0.8-m3-p8-f0.npy,4658-RISCY-FPU-a-2-c2-u0.75-m4-p1-f0.npy,404,10
RISCY-FPU-a,5026-RISCY-FPU-a-2-c5-u0.9-m3-p6-f1.npy,4793-RISCY-FPU-a-2-c2-u0.85-m3-p5-f1.npy,22,0
RISCY-FPU-a,5418-RISCY-FPU-a-3-c2-u0.85-m3-p6-f1.npy,4373-RISCY-FPU-a-1-c5-u0.9-m2-p7-f1.npy,2,1
RISCY-FPU-a,4803-RISCY-FPU-a-2-c2-u0.9-m1-p8-f1.npy,4884-RISCY-FPU-a-2-c5-u0.8-m3-p7-f0.npy,7505,0
RISCY-FPU-a,5405-RISCY-FPU-a-3-c2-u0.85-m2-p1-f1.npy,5134-RISCY-FPU-a-2-c20-u0.75-m1-p5-f1.npy,627,0
RISCY-FPU-a,4106-RISCY-FPU-a-1-c2-u0.9-m1-p4-f1.npy,4742-RISCY-FPU-a-2-c2-u0.75-m3-p2-f1.npy,20891,3
RISCY-FPU-a,4098-RISCY-FPU-a-1-c2-u0.85-m3-p4-f1.npy,5198-RISCY-FPU-a-2-c20-u0.9-m1-p4-f1.npy,3299,2612
RISCY-FPU-a,5023-RISCY-FPU-a-2-c5-u0.9-m3-p3-f1.npy,4122-RISCY-FPU-a-1-c2-u0.9-m3-p4-f1.npy,4795,2889
RISCY-FPU-a,5728-RISCY-FPU-a-3-c20-u0.8-m2-p8-f0.npy,5439-RISCY-FPU-a-3-c2-u0.9-m3-p3-f1.npy,12076,7495
RISCY-FPU-a,4236-RISCY-FPU-a-1-c5-u0.85-m3-p5-f0.npy,3888-RISCY-FPU-a-1-c2-u0.7-m2-p1-f0.npy,16751,0
RISCY-FPU-a,4199-RISCY-FPU-a-1-c5-u0.8-m2-p3-f0.npy,4510-RISCY-FPU-a-1-c20-u0.7-m1-p1-f1.npy,4906,0
RISCY-FPU-a,5626-RISCY-FPU-a-3-c5-u0.85-m1-p3-f1.npy,3924-RISCY-FPU-a-1-c2-u0.75-m3-p5-f0.npy,3,0
RISCY-FPU-a,5011-RISCY-FPU-a-2-c5-u0.9-m1-p6-f1.npy,4754-RISCY-FPU-a-2-c2-u0.8-m1-p6-f1.npy,19,0
RISCY-FPU-a,3959-RISCY-FPU-a-1-c2-u0.8-m4-p4-f0.npy,5466-RISCY-FPU-a-3-c5-u0.7-m3-p8-f0.npy,4540,0
RISCY-FPU-a,4605-RISCY-FPU-a-1-c20-u0.9-m1-p6-f1.npy,4390-RISCY-FPU-a-1-c20-u0.7-m2-p3-f0.npy,504,0
RISCY-FPU-a,4477-RISCY-FPU-a-1-c20-u0.85-m1-p7-f0.npy,4267-RISCY-FPU-a-1-c5-u0.7-m1-p4-f1.npy,296,0
RISCY-FPU-a,5438-RISCY-FPU-a-3-c2-u0.9-m3-p2-f1.npy,4404-RISCY-FPU-a-1-c20-u0.7-m4-p2-f0.npy,7227,0
RISCY-FPU-a,4452-RISCY-FPU-a-1-c20-u0.8-m2-p4-f0.npy,4407-RISCY-FPU-a-1-c20-u0.7-m4-p6-f0.npy,1137,0
RISCY-FPU-a,5063-RISCY-FPU-a-2-c20-u0.75-m3-p1-f0.npy,5195-RISCY-FPU-a-2-c20-u0.85-m3-p8-f1.npy,6,0
RISCY-FPU-a,3980-RISCY-FPU-a-1-c2-u0.85-m3-p5-f0.npy,4173-RISCY-FPU-a-1-c5-u0.75-m2-p8-f0.npy,9481,0
RISCY-FPU-a,5431-RISCY-FPU-a-3-c2-u0.9-m2-p3-f1.npy,4808-RISCY-FPU-a-2-c2-u0.9-m2-p5-f1.npy,19362,1267
RISCY-FPU-a,4201-RISCY-FPU-a-1-c5-u0.8-m2-p6-f0.npy,3921-RISCY-FPU-a-1-c2-u0.75-m2-p8-f0.npy,97,1
RISCY-FPU-a,4259-RISCY-FPU-a-1-c5-u0.9-m4-p4-f0.npy,5614-RISCY-FPU-a-3-c5-u0.8-m2-p6-f1.npy,14657,0
RISCY-FPU-a,5420-RISCY-FPU-a-3-c2-u0.85-m3-p8-f1.npy,4344-RISCY-FPU-a-1-c5-u0.85-m2-p2-f1.npy,4,0
RISCY-FPU-a,5262-RISCY-FPU-a-3-c2-u0.75-m3-p2-f0.npy,4333-RISCY-FPU-a-1-c5-u0.8-m3-p6-f1.npy,1126,0
RISCY-FPU-a,5352-RISCY-FPU-a-3-c2-u0.75-m1-p4-f1.npy,4859-RISCY-FPU-a-2-c5-u0.75-m3-p3-f0.npy,8,0
RISCY-FPU-a,3917-RISCY-FPU-a-1-c2-u0.75-m2-p4-f0.npy,4758-RISCY-FPU-a-2-c2-u0.8-m2-p2-f1.npy,665,0
RISCY-FPU-a,4644-RISCY-FPU-a-2-c2-u0.75-m1-p3-f0.npy,4384-RISCY-FPU-a-1-c20-u0.7-m1-p4-f0.npy,1779,0
RISCY-FPU-a,5514-RISCY-FPU-a-3-c5-u0.8-m2-p1-f0.npy,5759-RISCY-FPU-a-3-c20-u0.7-m3-p1-f1.npy,13009,0
RISCY-FPU-a,5000-RISCY-FPU-a-2-c5-u0.85-m3-p2-f1.npy,4415-RISCY-FPU-a-1-c20-u0.75-m1-p6-f0.npy,4,0
RISCY-FPU-a,4227-RISCY-FPU-a-1-c5-u0.85-m2-p2-f0.npy,4279-RISCY-FPU-a-1-c5-u0.7-m2-p8-f1.npy,19920,0
RISCY-FPU-a,5098-RISCY-FPU-a-2-c20-u0.85-m3-p1-f0.npy,4301-RISCY-FPU-a-1-c5-u0.75-m2-p6-f1.npy,16561,0
RISCY-FPU-a,4375-RISCY-FPU-a-1-c5-u0.9-m3-p1-f1.npy,5666-RISCY-FPU-a-3-c5-u0.9-m3-p5-f1.npy,3521,0
RISCY-FPU-a,4684-RISCY-FPU-a-2-c2-u0.8-m4-p4-f0.npy,4202-RISCY-FPU-a-1-c5-u0.8-m2-p7-f0.npy,3235,0
RISCY-FPU-a,5285-RISCY-FPU-a-3-c2-u0.8-m2-p1-f0.npy,4126-RISCY-FPU-a-1-c2-u0.9-m3-p8-f1.npy,15598,1542
RISCY-FPU-a,5733-RISCY-FPU-a-3-c20-u0.8-m3-p7-f0.npy,4406-RISCY-FPU-a-1-c20-u0.7-m4-p5-f0.npy,546,0
RISCY-FPU-a,5649-RISCY-FPU-a-3-c5-u0.9-m1-p3-f1.npy,4189-RISCY-FPU-a-1-c5-u0.8-m1-p1-f0.npy,2392,436
RISCY-FPU-a,4679-RISCY-FPU-a-2-c2-u0.8-m3-p7-f0.npy,5730-RISCY-FPU-a-3-c20-u0.8-m3-p2-f0.npy,6140,678
RISCY-FPU-a,4198-RISCY-FPU-a-1-c5-u0.8-m2-p2-f0.npy,5574-RISCY-FPU-a-3-c5-u0.7-m3-p6-f1.npy,997,0
RISCY-FPU-a,4106-RISCY-FPU-a-1-c2-u0.9-m1-p4-f1.npy,4368-RISCY-FPU-a-1-c5-u0.9-m2-p2-f1.npy,20891,1040
RISCY-FPU-a,5278-RISCY-FPU-a-3-c2-u0.8-m1-p2-f0.npy,5378-RISCY-FPU-a-3-c2-u0.8-m1-p6-f1.npy,10794,3
RISCY-FPU-a,4694-RISCY-FPU-a-2-c2-u0.85-m4-p2-f0.npy,5237-RISCY-FPU-a-3-c2-u0.7-m4-p1-f0.npy,5305,1
RISCY-FPU-a,4775-RISCY-FPU-a-2-c2-u0.85-m1-p3-f1.npy,4472-RISCY-FPU-a-1-c20-u0.85-m1-p2-f0.npy,1096,578
RISCY-FPU-a,5485-RISCY-FPU-a-3-c5-u0.75-m2-p3-f0.npy,5165-RISCY-FPU-a-2-c20-u0.8-m2-p5-f1.npy,2,0
RISCY-FPU-a,4359-RISCY-FPU-a-1-c5-u0.9-m1-p1-f1.npy,4728-RISCY-FPU-a-2-c2-u0.75-m1-p4-f1.npy,3556,105
RISCY-FPU-a,5081-RISCY-FPU-a-2-c20-u0.8-m2-p4-f0.npy,4963-RISCY-FPU-a-2-c5-u0.8-m1-p4-f1.npy,16744,0
RISCY-FPU-a,3945-RISCY-FPU-a-1-c2-u0.8-m2-p4-f0.npy,4727-RISCY-FPU-a-2-c2-u0.75-m1-p3-f1.npy,7232,2
RISCY-FPU-a,4227-RISCY-FPU-a-1-c5-u0.85-m2-p2-f0.npy,5410-RISCY-FPU-a-3-c2-u0.85-m2-p6-f1.npy,19920,0
RISCY-FPU-a,4796-RISCY-FPU-a-2-c2-u0.9-m1-p1-f1.npy,4967-RISCY-FPU-a-2-c5-u0.8-m1-p8-f1.npy,5459,0
RISCY-FPU-a,5295-RISCY-FPU-a-3-c2-u0.8-m3-p3-f0.npy,4493-RISCY-FPU-a-1-c20-u0.85-m4-p8-f0.npy,13431,351
RISCY-FPU-a,4676-RISCY-FPU-a-2-c2-u0.8-m3-p4-f0.npy,4360-RISCY-FPU-a-1-c5-u0.9-m1-p2-f1.npy,5363,4696
RISCY-FPU-a,5294-RISCY-FPU-a-3-c2-u0.8-m3-p2-f0.npy,4805-RISCY-FPU-a-2-c2-u0.9-m2-p2-f1.npy,12881,3832
RISCY-FPU-a,4778-RISCY-FPU-a-2-c2-u0.85-m1-p6-f1.npy,4304-RISCY-FPU-a-1-c5-u0.75-m3-p1-f1.npy,728,0
RISCY-FPU-a,5023-RISCY-FPU-a-2-c5-u0.9-m3-p3-f1.npy,5831-RISCY-FPU-a-3-c20-u0.85-m3-p2-f1.npy,4795,0
RISCY-FPU-a,5724-RISCY-FPU-a-3-c20-u0.8-m2-p3-f0.npy,5592-RISCY-FPU-a-3-c5-u0.75-m2-p8-f1.npy,14858,0
RISCY-FPU-a,5478-RISCY-FPU-a-3-c5-u0.75-m1-p4-f0.npy,5246-RISCY-FPU-a-3-c2-u0.75-m1-p2-f0.npy,4,0
RISCY-FPU-a,5184-RISCY-FPU-a-2-c20-u0.85-m2-p3-f1.npy,4998-RISCY-FPU-a-2-c5-u0.85-m2-p8-f1.npy,1,0
RISCY-FPU-a,5209-RISCY-FPU-a-2-c20-u0.9-m3-p2-f1.npy,3893-RISCY-FPU-a-1-c2-u0.7-m2-p8-f0.npy,359,0
RISCY-FPU-a,4088-RISCY-FPU-a-1-c2-u0.85-m2-p2-f1.npy,4510-RISCY-FPU-a-1-c20-u0.7-m1-p1-f1.npy,2738,0
RISCY-FPU-a,4773-RISCY-FPU-a-2-c2-u0.85-m1-p1-f1.npy,5048-RISCY-FPU-a-2-c20-u0.75-m1-p1-f0.npy,1789,0
RISCY-FPU-a,4486-RISCY-FPU-a-1-c20-u0.85-m3-p5-f0.npy,4788-RISCY-FPU-a-2-c2-u0.85-m2-p8-f1.npy,936,703
RISCY-FPU-a,5669-RISCY-FPU-a-3-c5-u0.9-m3-p8-f1.npy,5455-RISCY-FPU-a-3-c5-u0.7-m2-p4-f0.npy,5,0
RISCY-FPU-a,4107-RISCY-FPU-a-1-c2-u0.9-m1-p5-f1.npy,4924-RISCY-FPU-a-2-c5-u0.7-m2-p4-f1.npy,14100,0
RISCY-FPU-a,5179-RISCY-FPU-a-2-c20-u0.85-m1-p4-f1.npy,5250-RISCY-FPU-a-3-c2-u0.75-m1-p6-f0.npy,764,0
RISCY-FPU-a,4263-RISCY-FPU-a-1-c5-u0.9-m4-p8-f0.npy,4085-RISCY-FPU-a-1-c2-u0.85-m1-p7-f1.npy,8412,916
RISCY-FPU-a,5439-RISCY-FPU-a-3-c2-u0.9-m3-p3-f1.npy,5264-RISCY-FPU-a-3-c2-u0.75-m3-p4-f0.npy,7495,1901
RISCY-FPU-a,5283-RISCY-FPU-a-3-c2-u0.8-m1-p7-f0.npy,5170-RISCY-FPU-a-2-c20-u0.8-m3-p2-f1.npy,2206,0
RISCY-FPU-a,5743-RISCY-FPU-a-3-c20-u0.7-m1-p1-f1.npy,4295-RISCY-FPU-a-1-c5-u0.75-m1-p8-f1.npy,5,0
RISCY-FPU-a,4876-RISCY-FPU-a-2-c5-u0.8-m2-p4-f0.npy,4633-RISCY-FPU-a-2-c2-u0.7-m3-p8-f0.npy,17303,0
RISCY-FPU-a,4076-RISCY-FPU-a-1-c2-u0.8-m3-p6-f1.npy,4971-RISCY-FPU-a-2-c5-u0.8-m2-p4-f1.npy,79,0
RISCY-FPU-a,4680-RISCY-FPU-a-2-c2-u0.8-m3-p8-f0.npy,4056-RISCY-FPU-a-1-c2-u0.8-m1-p2-f1.npy,22126,611
RISCY-FPU-a,4675-RISCY-FPU-a-2-c2-u0.8-m3-p3-f0.npy,4660-RISCY-FPU-a-2-c2-u0.75-m4-p3-f0.npy,24999,527
RISCY-FPU-a,4904-RISCY-FPU-a-2-c5-u0.85-m3-p8-f0.npy,4755-RISCY-FPU-a-2-c2-u0.8-m1-p7-f1.npy,12848,3
RISCY-FPU-a,5358-RISCY-FPU-a-3-c2-u0.75-m2-p2-f1.npy,5689-RISCY-FPU-a-3-c20-u0.7-m3-p7-f0.npy,6,0
RISCY-FPU-a,4883-RISCY-FPU-a-2-c5-u0.8-m3-p6-f0.npy,5232-RISCY-FPU-a-3-c2-u0.7-m3-p4-f0.npy,1,0
RISCY-FPU-a,4765-RISCY-FPU-a-2-c2-u0.8-m3-p1-f1.npy,4397-RISCY-FPU-a-1-c20-u0.7-m3-p2-f0.npy,698,0
RISCY-FPU-a,3998-RISCY-FPU-a-1-c2-u0.9-m1-p7-f0.npy,4640-RISCY-FPU-a-2-c2-u0.7-m4-p7-f0.npy,5788,0
RISCY-FPU-a,4783-RISCY-FPU-a-2-c2-u0.85-m2-p3-f1.npy,3912-RISCY-FPU-a-1-c2-u0.75-m1-p5-f0.npy,1670,0
RISCY-FPU-a,4582-RISCY-FPU-a-1-c20-u0.85-m1-p3-f1.npy,4033-RISCY-FPU-a-1-c2-u0.75-m1-p3-f1.npy,1002,306
RISCY-FPU-a,3895-RISCY-FPU-a-1-c2-u0.7-m3-p4-f0.npy,5513-RISCY-FPU-a-3-c5-u0.8-m1-p8-f0.npy,2893,0
RISCY-FPU-a,4811-RISCY-FPU-a-2-c2-u0.9-m2-p8-f1.npy,5562-RISCY-FPU-a-3-c5-u0.7-m2-p2-f1.npy,2718,0
RISCY-FPU-a,5390-RISCY-FPU-a-3-c2-u0.8-m3-p2-f1.npy,5266-RISCY-FPU-a-3-c2-u0.75-m3-p6-f0.npy,3,0
RISCY-FPU-a,4776-RISCY-FPU-a-2-c2-u0.85-m1-p4-f1.npy,4891-RISCY-FPU-a-2-c5-u0.8-m4-p6-f0.npy,3072,5
RISCY-FPU-a,5407-RISCY-FPU-a-3-c2-u0.85-m2-p3-f1.npy,5694-RISCY-FPU-a-3-c20-u0.75-m1-p4-f0.npy,2272,0
RISCY-FPU-a,4688-RISCY-FPU-a-2-c2-u0.8-m4-p8-f0.npy,4389-RISCY-FPU-a-1-c20-u0.7-m2-p2-f0.npy,627,0
RISCY-FPU-a,5649-RISCY-FPU-a-3-c5-u0.9-m1-p3-f1.npy,4086-RISCY-FPU-a-1-c2-u0.85-m1-p8-f1.npy,2392,1409
RISCY-FPU-a,5515-RISCY-FPU-a-3-c5-u0.8-m2-p2-f0.npy,4966-RISCY-FPU-a-2-c5-u0.8-m1-p7-f1.npy,14597,0
RISCY-FPU-a,4192-RISCY-FPU-a-1-c5-u0.8-m1-p4-f0.npy,4863-RISCY-FPU-a-2-c5-u0.75-m3-p7-f0.npy,1297,0
RISCY-FPU-a,4871-RISCY-FPU-a-2-c5-u0.8-m1-p4-f0.npy,5242-RISCY-FPU-a-3-c2-u0.7-m4-p6-f0.npy,1951,3
RISCY-FPU-a,4877-RISCY-FPU-a-2-c5-u0.8-m2-p7-f0.npy,5224-RISCY-FPU-a-3-c2-u0.7-m2-p3-f0.npy,16935,5
RISCY-FPU-a,4351-RISCY-FPU-a-1-c5-u0.85-m3-p1-f1.npy,4155-RISCY-FPU-a-1-c5-u0.7-m4-p5-f0.npy,392,0
RISCY-FPU-a,4678-RISCY-FPU-a-2-c2-u0.8-m3-p6-f0.npy,4846-RISCY-FPU-a-2-c5-u0.75-m1-p3-f0.npy,2569,0
RISCY-FPU-a,5657-RISCY-FPU-a-3-c5-u0.9-m2-p3-f1.npy,5186-RISCY-FPU-a-2-c20-u0.85-m2-p5-f1.npy,1419,0
RISCY-FPU-a,5009-RISCY-FPU-a-2-c5-u0.9-m1-p4-f1.npy,5224-RISCY-FPU-a-3-c2-u0.7-m2-p3-f0.npy,4275,5
